policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
175712,DUVAL COUNTY,55800,55800,53492.67,2790
792352,DUVAL COUNTY,45000,45000,59530.41,2250
508383,DUVAL COUNTY,41870.7,41870.7,39769.8,0
384541,DUVAL COUNTY,41596.2,41596.2,31796.14,0
429765,DUVAL COUNTY,37264.5,37264.5,59818.47,0
927093,DUVAL COUNTY,27966.6,27966.6,31492.63,0
568351,DUVAL COUNTY,25836.3,25836.3,32589.91,0
933877,DUVAL COUNTY,24750,24750,22588.34,1237.5
496063,DUVAL COUNTY,22500,22500,23214.24,1125
655348,DUVAL COUNTY,18058.5,18058.5,13715.79,0
348597,DUVAL COUNTY,18000,18000,16581.6,900
495893,DUVAL COUNTY,15750,15750,22264.53,787.5
847597,DUVAL COUNTY,15750,15750,12113.39,787.5
864557,DUVAL COUNTY,11250,11250,15863.04,562.5
845076,DUVAL COUNTY,13500,13500,17462.18,675
980284,DUVAL COUNTY,4500,4500,5562.27,225
324184,DUVAL COUNTY,2427.3,2427.3,3267.51,0
476767,DUVAL COUNTY,1184742,1184742,1306410.26,59237.1
143683,DUVAL COUNTY,1496648.7,0,2076079.24,0
485593,DUVAL COUNTY,498715.2,0,401894.63,0
843782,DUVAL COUNTY,260469.9,0,243080.93,0
170059,DUVAL COUNTY,235075.5,0,332429.67,0
949433,DUVAL COUNTY,410661.9,0,519963.67,0
189445,DUVAL COUNTY,1090008.83,0,1500340.47,0
333257,DUVAL COUNTY,1090008.83,0,1849827.82,0
131897,DUVAL COUNTY,284733.9,284733.9,372331.43,0
425036,DUVAL COUNTY,2635227.16,0,4164871.11,0
935528,DUVAL COUNTY,1219664.88,0,2037328.22,0
139043,DUVAL COUNTY,8597356.2,8597356.2,7009940.35,0
379733,DUVAL COUNTY,7588936.62,0,7172820.05,0
849713,DUVAL COUNTY,140900.15,0,183836.65,0
585502,DUVAL COUNTY,6676668.66,0,10260000,0
313666,DUVAL COUNTY,3128778.8,0,4202675.81,0
911305,DUVAL COUNTY,497250,497250,556161.2,14917.5
874250,DUVAL COUNTY,20970000,0,19530000,0
198729,DUVAL COUNTY,35100000,0,27990000,0
847197,DUVAL COUNTY,1000158.3,1000158.3,880123.3,0
909904,DUVAL COUNTY,813498.3,813498.3,614549.16,0
282398,DUVAL COUNTY,302387.97,0,475278.9,0
927909,DUVAL COUNTY,1827166.91,0,2446576.49,0
297758,DUVAL COUNTY,5123223.26,0,6401467.46,0
945725,DUVAL COUNTY,948765.34,0,1397901.36,0
536578,DUVAL COUNTY,74719.94,0,107921.9,0
621542,DUVAL COUNTY,3322012.97,0,3214645.51,0
864793,DUVAL COUNTY,6178983.26,0,6339117.79,0
327703,DUVAL COUNTY,23483.41,0,36676.95,0
738926,DUVAL COUNTY,539100.88,0,568045.2,0
404619,DUVAL COUNTY,539100.88,0,510731.23,0
599474,DUVAL COUNTY,1398934.69,0,1291510.49,0
725129,DUVAL COUNTY,62734.66,0,72189.77,0
407406,DUVAL COUNTY,963321.93,0,1449313.98,0
396460,DUVAL COUNTY,6159227.54,0,8438314.18,0
519215,DUVAL COUNTY,74719.94,0,98620.46,0
287969,DUVAL COUNTY,3684760.49,0,4262840.45,0
880576,DUVAL COUNTY,392174.94,0,365383.51,0
133645,DUVAL COUNTY,2345971.69,0,2246931.81,0
131923,DUVAL COUNTY,3094355.74,0,3708167.62,0
970783,DUVAL COUNTY,572370.71,0,596932.28,0
555598,DUVAL COUNTY,4788.46,0,5029.86,0
709029,DUVAL COUNTY,974152.49,0,744697.69,0
114660,DUVAL COUNTY,646317.51,0,953654.41,0
337714,DUVAL COUNTY,2632531.14,0,3870678.99,0
591770,DUVAL COUNTY,43740000,0,39960000,0
669487,DUVAL COUNTY,21060000,21060000,23400000,0
128750,DUVAL COUNTY,969187.11,0,1602647.81,0
984571,DUVAL COUNTY,41523.76,0,42977.1,0
280520,DUVAL COUNTY,13467.17,0,16646.71,0
909440,DUVAL COUNTY,28561.62,0,32193.94,0
445172,DUVAL COUNTY,197787.79,0,141708.62,0
704196,DUVAL COUNTY,340045.96,0,318993.04,0
491976,DUVAL COUNTY,86975.45,0,100576.76,0
223478,DUVAL COUNTY,61023.1,0,48593.92,0
731592,DUVAL COUNTY,12344.9,0,12084.57,0
422969,DUVAL COUNTY,1463490,1463490,1245260.22,0
574892,DUVAL COUNTY,1376100,1376100,1552240.8,0
304932,DUVAL COUNTY,0,0,19890000,0
394786,DUVAL COUNTY,0,0,436500000,0
710436,DUVAL COUNTY,0,0,1493158.81,0
892367,DUVAL COUNTY,850122,850122,1259676.77,42506.1
467880,DUVAL COUNTY,129923.1,129923.1,126191.45,0
686786,DUVAL COUNTY,67500,67500,93668.4,3375
550835,DUVAL COUNTY,58981.5,58981.5,99617.39,0
773685,DUVAL COUNTY,54000,54000,62148.87,2700
140492,DUVAL COUNTY,13926.6,13926.6,18097.34,0
495750,DUVAL COUNTY,8897400,8897400,6921180.69,444870
895914,DUVAL COUNTY,2275380.11,0,3239686.2,0
235605,DUVAL COUNTY,1205082.54,0,1431638.06,0
840808,DUVAL COUNTY,6586.65,0,8669.94,0
339551,DUVAL COUNTY,52776.63,0,61615.66,0
584756,DUVAL COUNTY,58963.69,0,73451.78,0
863470,DUVAL COUNTY,1643625,1643625,1558684.1,0
228753,DUVAL COUNTY,2663415.05,0,3860407.05,0
174369,DUVAL COUNTY,5730032.64,0,5003349.9,0
986160,DUVAL COUNTY,92417.29,0,105681.21,0
551119,DUVAL COUNTY,799418.7,799418.7,811569.86,0
842253,DUVAL COUNTY,423292.5,423292.5,588313.08,0
831288,DUVAL COUNTY,63000,63000,69678.88,3150
125296,DUVAL COUNTY,214636.5,0,255544.5,0
795767,DUVAL COUNTY,363288.6,0,539736.42,0
664185,DUVAL COUNTY,696339.75,0,931159.44,0
348389,DUVAL COUNTY,259308,259308,326695.41,0
170182,DUVAL COUNTY,1022581.65,0,1041151.73,0
402715,DUVAL COUNTY,231364.13,0,285273.82,0
837488,DUVAL COUNTY,67387.61,0,113324.4,0
906219,DUVAL COUNTY,1118313.43,0,1331929.19,0
180083,DUVAL COUNTY,7540192.2,0,9270000,0
367923,DUVAL COUNTY,327953.03,0,496360.85,0
442762,DUVAL COUNTY,332445.54,0,497519.38,0
342554,DUVAL COUNTY,561242.52,0,524797.68,0
428376,DUVAL COUNTY,31756.81,0,25919.65,0
170684,DUVAL COUNTY,70917.44,0,71125.37,0
480189,DUVAL COUNTY,2610,2610,2818.8,0
806689,DUVAL COUNTY,101712.6,101712.6,113125.57,0
195895,DUVAL COUNTY,126655.2,126655.2,157092.98,0
425241,DUVAL COUNTY,23400.99,0,38599.14,0
186799,DUVAL COUNTY,81852.59,0,82319.15,0
221684,DUVAL COUNTY,78766.58,0,92050.57,0
878539,DUVAL COUNTY,198800.69,0,331450.46,0
182419,DUVAL COUNTY,5106419.35,0,4542966.83,0
524440,DUVAL COUNTY,41165.75,0,67198.32,0
389363,DUVAL COUNTY,2223396.74,0,1987272.01,0
569999,DUVAL COUNTY,1643735.74,0,2015118.11,0
723100,DUVAL COUNTY,37314.48,0,35646.37,0
199152,DUVAL COUNTY,937838.68,0,1124281.01,0
709898,DUVAL COUNTY,412124.49,0,735527.64,0
206584,DUVAL COUNTY,234257.38,0,349931.33,0
675132,DUVAL COUNTY,160028.52,0,249419.17,0
554752,DUVAL COUNTY,5159589.91,0,5293739.25,0
814357,DUVAL COUNTY,9394.72,0,12108.28,0
404882,DUVAL COUNTY,9360000,0,8988809.65,0
155828,DUVAL COUNTY,8703324.93,0,10800000,0
166214,DUVAL COUNTY,15120000,0,21330000,0
160019,DUVAL COUNTY,400272.34,0,711913.97,0
415652,DUVAL COUNTY,830830.07,0,847197.42,0
653325,DUVAL COUNTY,17575.19,0,20694.58,0
551113,DUVAL COUNTY,1181256.31,0,1553375.68,0
766852,DUVAL COUNTY,167293.06,0,252314.74,0
738095,DUVAL COUNTY,707969.37,0,641590.16,0
609341,DUVAL COUNTY,299322,299322,314345.57,0
825490,DUVAL COUNTY,8667332.1,8667332.1,11250000,0
174260,DUVAL COUNTY,3798234,3798234,2742324.95,189911.7
212889,DUVAL COUNTY,2268000,2268000,1733677.34,113400
411014,DUVAL COUNTY,1232803.8,1232803.8,1185204.01,0
977868,DUVAL COUNTY,1165927.5,1165927.5,1508915.39,0
267942,DUVAL COUNTY,1045974.6,1045974.6,984492.21,0
857378,DUVAL COUNTY,1032340.5,1032340.5,832281.17,0
138900,DUVAL COUNTY,527532.3,527532.3,764898.62,0
235001,DUVAL COUNTY,292500,292500,398104.2,14625
308764,DUVAL COUNTY,225135,225135,317694.3,0
208202,DUVAL COUNTY,225135,225135,317634.87,0
891700,DUVAL COUNTY,225135,225135,353669.07,0
113792,DUVAL COUNTY,225135,225135,313162.79,0
291449,DUVAL COUNTY,225135,225135,273101.36,0
952152,DUVAL COUNTY,225135,225135,263519.39,0
370705,DUVAL COUNTY,225135,225135,313560.82,0
613949,DUVAL COUNTY,225135,225135,263008.56,0
884211,DUVAL COUNTY,225135,225135,326896.02,0
788131,DUVAL COUNTY,225135,225135,238823.21,0
104813,DUVAL COUNTY,191372.4,191372.4,242370.85,0
112716,DUVAL COUNTY,191372.4,191372.4,157629.62,0
847068,DUVAL COUNTY,191372.4,191372.4,302186.59,0
881849,DUVAL COUNTY,118654.2,118654.2,158964.35,0
735386,DUVAL COUNTY,118654.2,118654.2,136452.33,0
806882,DUVAL COUNTY,118654.2,118654.2,104447.73,0
869739,DUVAL COUNTY,118654.2,118654.2,93440.18,0
886380,DUVAL COUNTY,97390.8,97390.8,90557.08,0
394919,DUVAL COUNTY,65413.8,65413.8,65787.97,0
149299,DUVAL COUNTY,60706.8,60706.8,57553.93,0
480716,DUVAL COUNTY,330080.4,0,273438.6,0
867516,DUVAL COUNTY,724506.9,0,854148.72,0
744539,DUVAL COUNTY,1147018.54,0,1536213.39,0
527704,DUVAL COUNTY,9990000,0,10080000,0
368692,DUVAL COUNTY,15840000,0,17100000,0
381790,DUVAL COUNTY,2389259.05,0,3711092.72,0
629046,DUVAL COUNTY,71195.1,0,60026.3,0
843475,DUVAL COUNTY,76854.8,0,96249.1,0
131298,DUVAL COUNTY,672299.9,0,945427.78,0
128834,DUVAL COUNTY,324451.47,0,439956.2,0
174059,DUVAL COUNTY,23760000,0,34200000,0
730335,DUVAL COUNTY,224099.97,0,316814.6,0
915935,DUVAL COUNTY,34656.49,0,46718.05,0
699160,DUVAL COUNTY,3044005.25,0,4476392.36,0
115782,DUVAL COUNTY,4039426.16,0,3625788.92,0
616761,DUVAL COUNTY,369203.78,0,615943.77,0
316449,DUVAL COUNTY,3427016.4,3427016.4,2891983.75,0
993490,DUVAL COUNTY,25290000,0,25380000,0
319016,DUVAL COUNTY,7701120,7701120,10530000,0
918796,DUVAL COUNTY,1511820,1511820,2018098.28,0
588805,DUVAL COUNTY,264960,264960,342040.04,0
581736,DUVAL COUNTY,211005,211005,329821.92,0
623179,DUVAL COUNTY,169920,169920,150270.11,0
579807,DUVAL COUNTY,39760.38,0,61311.46,0
448150,DUVAL COUNTY,39760.38,0,45020.36,0
783929,DUVAL COUNTY,5868609.3,5868609.3,5943903.56,0
259754,DUVAL COUNTY,286443,286443,250106.27,0
728681,DUVAL COUNTY,63768.6,63768.6,92745.05,0
562614,DUVAL COUNTY,1433333.86,0,2093034.36,0
421728,DUVAL COUNTY,6575364,6575364,6112142.76,328768.2
660605,DUVAL COUNTY,4368090.63,0,5421905.6,0
548786,DUVAL COUNTY,2859713.1,2859713.1,2409665.75,0
313415,DUVAL COUNTY,1969994.12,0,2352693.06,0
881619,DUVAL COUNTY,24570000,0,35640000,0
633231,DUVAL COUNTY,774797.07,0,756077.97,0
315729,DUVAL COUNTY,3808041.74,0,5274747.1,0
880715,DUVAL COUNTY,101655.03,0,74472.48,0
388469,DUVAL COUNTY,1358502.12,0,1853784.83,0
894265,DUVAL COUNTY,1269046.37,0,1940805.91,0
228124,DUVAL COUNTY,1269046.37,0,1820848.04,0
261556,DUVAL COUNTY,1269046.37,0,1489479.72,0
333265,DUVAL COUNTY,1269046.37,0,1341102.82,0
304229,DUVAL COUNTY,1269046.37,0,1726953.83,0
436435,DUVAL COUNTY,1269046.37,0,1052673.96,0
137691,DUVAL COUNTY,1269046.37,0,995909.52,0
304532,DUVAL COUNTY,1269046.37,0,1846137.59,0
302588,DUVAL COUNTY,1269046.37,0,1866208.83,0
198435,DUVAL COUNTY,1269046.37,0,1189477.16,0
663256,DUVAL COUNTY,1269046.37,0,1384199.64,0
240634,DUVAL COUNTY,1269046.37,0,1313584.82,0
155676,DUVAL COUNTY,1269046.37,0,1426573.1,0
165718,DUVAL COUNTY,1269046.37,0,1997948.53,0
222480,DUVAL COUNTY,837254.57,0,1307553.86,0
953713,DUVAL COUNTY,837254.57,0,999963.27,0
404065,DUVAL COUNTY,837254.57,0,1046578.26,0
926832,DUVAL COUNTY,837254.57,0,650546.8,0
872951,DUVAL COUNTY,837254.57,0,978020.51,0
264272,DUVAL COUNTY,837254.57,0,869740.05,0
203631,DUVAL COUNTY,1139252.58,0,1928020.94,0
373543,DUVAL COUNTY,1139252.58,0,1293120.04,0
299748,DUVAL COUNTY,1139252.58,0,1828605.21,0
859127,DUVAL COUNTY,1139252.58,0,1528862.16,0
478681,DUVAL COUNTY,1139252.58,0,1419850.49,0
184040,DUVAL COUNTY,1139252.58,0,1194807.1,0
336646,DUVAL COUNTY,1139252.58,0,1254016.33,0
755884,DUVAL COUNTY,1139252.58,0,1543814.85,0
882652,DUVAL COUNTY,1139252.58,0,1512295.15,0
309143,DUVAL COUNTY,1139252.58,0,1665644.24,0
463522,DUVAL COUNTY,2324380.61,0,3506793.03,0
275930,DUVAL COUNTY,2324380.61,0,2749500.53,0
534958,DUVAL COUNTY,2323287.25,0,3032428.87,0
167439,DUVAL COUNTY,2323287.25,0,3373631.48,0
227490,DUVAL COUNTY,2323287.25,0,3701937.53,0
385333,DUVAL COUNTY,2323287.25,0,2983147.3,0
911303,DUVAL COUNTY,2323287.25,0,2677820.89,0
830731,DUVAL COUNTY,1411671.6,1411671.6,1297210.44,0
674792,DUVAL COUNTY,1722600,1722600,2267243.06,34452
499740,DUVAL COUNTY,692100,692100,836188.3,13842
200064,DUVAL COUNTY,202500,202500,259174.08,10125
820514,DUVAL COUNTY,54000,54000,65525.92,2700
278950,DUVAL COUNTY,31404.6,31404.6,35879,0
627059,DUVAL COUNTY,12780000,12780000,18180000,0
617408,DUVAL COUNTY,475767.9,0,648024.43,0
988276,DUVAL COUNTY,617128.2,0,554406.99,0
116833,DUVAL COUNTY,67500,67500,126214.2,3375
725634,DUVAL COUNTY,1002377.14,0,1067230.94,0
742648,DUVAL COUNTY,8282939.4,8282939.4,9360000,0
240515,DUVAL COUNTY,1259590.12,0,1918254.98,0
116259,DUVAL COUNTY,810631.24,0,1370372.11,0
843330,DUVAL COUNTY,440770.5,440770.5,656281.71,0
123273,DUVAL COUNTY,1859838.71,0,2257862.8,0
831264,DUVAL COUNTY,11070000,0,12690000,0
868605,DUVAL COUNTY,63181.08,0,44899,0
268906,DUVAL COUNTY,560249.91,0,737857.54,0
380334,DUVAL COUNTY,19800000,0,21600000,0
934958,DUVAL COUNTY,0,0,1363968.59,0
992407,DUVAL COUNTY,0,0,287494.27,0
486587,DUVAL COUNTY,2105450.82,0,3222344.05,0
142263,DUVAL COUNTY,341199.54,0,482445.57,0
217681,DUVAL COUNTY,2700931.86,0,3416397.91,0
644981,DUVAL COUNTY,83219.4,83219.4,68401.35,0
780382,DUVAL COUNTY,1253621.39,0,1476891.36,0
473524,DUVAL COUNTY,18720000,0,23220000,0
689199,DUVAL COUNTY,2153689.99,0,4054450.63,0
220958,DUVAL COUNTY,1323296.58,0,2102390.08,0
433139,DUVAL COUNTY,74830.5,74830.5,113840.54,0
941788,DUVAL COUNTY,218320.48,0,183913.17,0
416707,DUVAL COUNTY,5531544,5531544,4222116.9,276577.2
320233,DUVAL COUNTY,1814139,1814139,1701408.4,0
466224,DUVAL COUNTY,1448118.9,1448118.9,1561466.06,0
305378,DUVAL COUNTY,960063.3,960063.3,785427.79,0
539084,DUVAL COUNTY,511443,511443,788536.68,0
335467,DUVAL COUNTY,27548.1,27548.1,28826.33,0
181083,DUVAL COUNTY,1188900,1188900,1762425.36,59445
698079,DUVAL COUNTY,1073771.1,0,1135351.87,0
180614,DUVAL COUNTY,667126.8,0,1052399.87,0
204556,DUVAL COUNTY,593151.3,0,908898.79,0
973884,DUVAL COUNTY,431046,0,789538.34,0
895772,DUVAL COUNTY,84150000,0,83880000,0
717679,DUVAL COUNTY,1637326.06,0,1856786.69,0
540677,DUVAL COUNTY,17280000,17280000,16920000,0
363763,DUVAL COUNTY,841397.73,0,1255755.83,0
350498,DUVAL COUNTY,1006002.5,0,1852694.45,0
262713,DUVAL COUNTY,941395.05,0,945570.14,0
159870,DUVAL COUNTY,3046143.6,3046143.6,3164547.2,0
445055,DUVAL COUNTY,5552095.95,0,6928094.1,0
723024,DUVAL COUNTY,1229021.91,0,1120741.39,0
797748,DUVAL COUNTY,2620124.9,0,3785336.37,0
630207,DUVAL COUNTY,773321.85,0,999076.92,0
266144,DUVAL COUNTY,582059.39,0,800331.67,0
272441,DUVAL COUNTY,44294.4,44294.4,67522.38,0
957719,DUVAL COUNTY,10260000,10260000,13680000,0
569268,DUVAL COUNTY,26820000,0,40230000,0
251913,DUVAL COUNTY,3405472.3,0,5003183.68,0
700988,DUVAL COUNTY,1130724,1130724,1573967.81,56536.2
795157,DUVAL COUNTY,855798.3,855798.3,1202773.16,0
759460,DUVAL COUNTY,49140000,49140000,67320000,0
723499,DUVAL COUNTY,103648.56,0,149114.63,0
714849,DUVAL COUNTY,1293842.11,0,1420079.69,0
613160,DUVAL COUNTY,23104.32,0,19100.99,0
808910,DUVAL COUNTY,198355.34,0,304670.82,0
815129,DUVAL COUNTY,379086.48,0,356098.68,0
183147,DUVAL COUNTY,106742.77,0,80501.34,0
739321,DUVAL COUNTY,4039759.03,0,5427933.34,0
845871,DUVAL COUNTY,310902.3,310902.3,238648.61,0
550038,DUVAL COUNTY,3268197.9,3268197.9,4075926.47,0
664867,DUVAL COUNTY,338326.2,338326.2,463804.62,0
950814,DUVAL COUNTY,265883.4,265883.4,354758.12,0
194694,DUVAL COUNTY,229217.4,229217.4,356324.18,0
486273,DUVAL COUNTY,174204,174204,150386.83,0
505684,DUVAL COUNTY,1893069,1893069,2658777.55,0
414788,DUVAL COUNTY,4522980.6,4522980.6,7060517.45,0
672944,DUVAL COUNTY,2700000,2700000,2496023.1,0
830207,DUVAL COUNTY,75822.12,0,115910.94,0
366572,DUVAL COUNTY,225000,225000,313905.38,4500
691641,DUVAL COUNTY,4565250,4565250,4735511,91305
970488,DUVAL COUNTY,727650,727650,742616.31,14553
620775,DUVAL COUNTY,8458200,8458200,8628175.99,169164
980091,DUVAL COUNTY,3828158.29,0,3406563.22,0
187130,DUVAL COUNTY,9000000,9000000,12330000,450000
839651,DUVAL COUNTY,9000000,9000000,9630000,450000
157302,DUVAL COUNTY,9000000,9000000,13590000,450000
163304,DUVAL COUNTY,5349277.8,5349277.8,6856918.25,0
956306,DUVAL COUNTY,4533774.3,4533774.3,5430554.86,0
510351,DUVAL COUNTY,3520074.6,3520074.6,4963474.15,0
537990,DUVAL COUNTY,3150000,3150000,5118687,157500
946223,DUVAL COUNTY,2466668.7,2466668.7,3614895.58,0
822573,DUVAL COUNTY,990000,990000,1586585.88,49500
639060,DUVAL COUNTY,915881.4,915881.4,1190526.76,0
901388,DUVAL COUNTY,722575.8,722575.8,771017.28,0
987499,DUVAL COUNTY,468900,468900,480633.75,23445
361448,DUVAL COUNTY,445500,445500,435335.47,22275
114034,DUVAL COUNTY,427901.4,427901.4,439232.23,0
562725,DUVAL COUNTY,381924,381924,644345.51,19096.2
711155,DUVAL COUNTY,156501,156501,189083.88,0
764360,DUVAL COUNTY,148500,148500,245139.05,7425
406477,DUVAL COUNTY,144000,144000,195663.74,7200
876774,DUVAL COUNTY,137432.7,137432.7,152370.54,0
513160,DUVAL COUNTY,126000,126000,178058.16,6300
522283,DUVAL COUNTY,94932.9,94932.9,120263.37,0
683932,DUVAL COUNTY,90000,90000,119116.8,4500
789840,DUVAL COUNTY,90000,90000,69702.12,4500
705817,DUVAL COUNTY,73735.2,73735.2,79202.67,0
153838,DUVAL COUNTY,40500,40500,31832.64,2025
898902,DUVAL COUNTY,36645.3,36645.3,63031.97,0
803957,DUVAL COUNTY,16200,16200,22466.81,810
206326,DUVAL COUNTY,2700,2700,3298.74,135
832174,DUVAL COUNTY,256399.2,0,409105.44,0
468380,DUVAL COUNTY,492647.4,0,820175.16,0
349069,DUVAL COUNTY,339896.7,0,421132.01,0
999013,DUVAL COUNTY,259578,259578,345820.19,0
127121,DUVAL COUNTY,828619.61,0,735675,0
193256,DUVAL COUNTY,246559.5,246559.5,376411.05,0
651006,DUVAL COUNTY,28530000,0,26100000,0
109643,DUVAL COUNTY,671130.9,671130.9,683458.23,0
192624,DUVAL COUNTY,7922893.5,7922893.5,12960000,0
726810,DUVAL COUNTY,433560.41,0,643525.04,0
979128,DUVAL COUNTY,448199.93,0,530154.18,0
152877,DUVAL COUNTY,6794435.98,0,7927639.19,0
291684,DUVAL COUNTY,784349.88,0,791876.5,0
483607,DUVAL COUNTY,225000,225000,229068,16875
759545,DUVAL COUNTY,193253.94,0,292524.62,0
815157,DUVAL COUNTY,2828534.94,0,3430877.11,0
695521,DUVAL COUNTY,44540.1,44540.1,48338.48,0
797336,DUVAL COUNTY,9000,9000,12586.39,450
567322,DUVAL COUNTY,98991,0,164556.3,0
615735,DUVAL COUNTY,165021.3,0,234293.28,0
632376,DUVAL COUNTY,1025623.8,1025623.8,1030193.98,0
324054,DUVAL COUNTY,492290.1,492290.1,753675.47,0
677169,DUVAL COUNTY,6992348.64,0,7824382.18,0
833956,DUVAL COUNTY,235856.63,0,267397.74,0
672714,DUVAL COUNTY,2229246.31,0,3058838.03,0
370563,DUVAL COUNTY,678689.5,0,836763.07,0
144030,DUVAL COUNTY,988351.61,0,1180832.1,0
585009,DUVAL COUNTY,953053.34,0,866744.83,0
578264,DUVAL COUNTY,6425889.93,0,9900000,0
663405,DUVAL COUNTY,3255784.23,0,4768096.01,0
861696,DUVAL COUNTY,693129.7,0,630054.9,0
375165,DUVAL COUNTY,1079003.99,0,1249081.99,0
346781,DUVAL COUNTY,4864262.3,0,6590175.53,0
461409,DUVAL COUNTY,92154.59,0,138624.1,0
410277,DUVAL COUNTY,51080.96,0,48924.48,0
203126,DUVAL COUNTY,408754.33,0,468375.23,0
233160,DUVAL COUNTY,138890.26,0,179989.28,0
490555,DUVAL COUNTY,150557.31,0,221496.31,0
736261,DUVAL COUNTY,356670.06,0,536973.91,0
250202,DUVAL COUNTY,1129604.64,0,1393751.39,0
731093,DUVAL COUNTY,141111.22,0,164563.9,0
765364,DUVAL COUNTY,141111.22,0,195684.01,0
852113,DUVAL COUNTY,529866.8,0,422553.94,0
286104,DUVAL COUNTY,119260.74,0,100880.28,0
298563,DUVAL COUNTY,416671.9,0,347696.87,0
260752,DUVAL COUNTY,173613.1,0,257034.2,0
183298,DUVAL COUNTY,968067.09,0,863895.33,0
943570,DUVAL COUNTY,39343.21,0,54828.3,0
358776,DUVAL COUNTY,36458.99,0,57514.45,0
679069,DUVAL COUNTY,246946.32,0,236136.49,0
109707,DUVAL COUNTY,48696.15,0,63679.52,0
441091,DUVAL COUNTY,29854.46,0,45188.76,0
412973,DUVAL COUNTY,216113.24,0,302688.2,0
615654,DUVAL COUNTY,216113.24,0,315689.57,0
453688,DUVAL COUNTY,138890.26,0,223454.98,0
349770,DUVAL COUNTY,72916.85,0,81309.58,0
377756,DUVAL COUNTY,72916.85,0,96831.25,0
417525,DUVAL COUNTY,72916.85,0,102535.39,0
772202,DUVAL COUNTY,72916.85,0,89027.1,0
465667,DUVAL COUNTY,72916.85,0,67243.92,0
661043,DUVAL COUNTY,138890.26,0,164801.63,0
920045,DUVAL COUNTY,72916.85,0,113750.29,0
477675,DUVAL COUNTY,138890.26,0,162926.61,0
601213,DUVAL COUNTY,72916.85,0,74663.94,0
547436,DUVAL COUNTY,180866.3,0,271511.42,0
897493,DUVAL COUNTY,319754.31,0,503838.15,0
882370,DUVAL COUNTY,143828.22,0,218014.82,0
434296,DUVAL COUNTY,308642.78,0,428978.89,0
883174,DUVAL COUNTY,350922.95,0,587506.78,0
329928,DUVAL COUNTY,182310.65,0,281216.37,0
136230,DUVAL COUNTY,632090.46,0,804840.78,0
664275,DUVAL COUNTY,134671.67,0,235581.15,0
685451,DUVAL COUNTY,425970,425970,535377.84,0
428317,DUVAL COUNTY,229720.5,229720.5,307779.53,0
879452,DUVAL COUNTY,152190,152190,141236.89,0
843590,DUVAL COUNTY,1620,1620,1699.68,0
960403,DUVAL COUNTY,990,990,1552.69,0
783331,DUVAL COUNTY,0,243000,376747.2,0
390128,DUVAL COUNTY,1984554,1984554,1726561.98,99227.7
326597,DUVAL COUNTY,852115.5,852115.5,1120620.5,0
188436,DUVAL COUNTY,477405,477405,759051.03,0
638406,DUVAL COUNTY,428230.8,428230.8,427933.61,0
944151,DUVAL COUNTY,37508.4,37508.4,61083.33,0
683199,DUVAL COUNTY,290148.3,0,425835.57,0
341581,DUVAL COUNTY,53550000,0,67680000,0
787309,DUVAL COUNTY,242571.44,0,221587.07,0
214455,DUVAL COUNTY,171487.53,0,173677.43,0
464070,DUVAL COUNTY,1075077.54,0,1483166.22,0
855730,DUVAL COUNTY,175840.81,0,244840.75,0
759731,DUVAL COUNTY,97396.45,0,109304.53,0
589870,DUVAL COUNTY,295504.71,0,263249.78,0
432375,DUVAL COUNTY,1944849.6,1944849.6,1398424.66,0
578973,DUVAL COUNTY,7356000.23,0,10350000,0
391029,DUVAL COUNTY,3564319.06,0,4762643.13,0
907351,DUVAL COUNTY,740083.22,0,1119645.26,0
105458,DUVAL COUNTY,78560.69,0,79865.58,0
211451,DUVAL COUNTY,554350.8,0,768330.2,0
676919,DUVAL COUNTY,5985.58,0,5622.61,0
347245,DUVAL COUNTY,4234027.7,0,7524989.24,0
812648,DUVAL COUNTY,65462.25,0,52279.72,0
476147,DUVAL COUNTY,4429612.22,0,5497751.19,0
438149,DUVAL COUNTY,138890.26,0,136225.09,0
542924,DUVAL COUNTY,1054620,1054620,1489889.09,0
195831,DUVAL COUNTY,922957.2,922957.2,1065769.14,0
580920,DUVAL COUNTY,247230,247230,385619.46,0
723477,DUVAL COUNTY,230050.8,230050.8,174768.67,0
887972,DUVAL COUNTY,200700,200700,316405.96,0
474175,DUVAL COUNTY,151580.7,151580.7,103263.59,0
984784,DUVAL COUNTY,97200,97200,84214.08,0
566817,DUVAL COUNTY,13869.9,13869.9,19005.98,0
359328,DUVAL COUNTY,7397.28,0,8315.5,0
426751,DUVAL COUNTY,7397.28,0,9079.07,0
270239,DUVAL COUNTY,15719.22,0,15890.25,0
450743,DUVAL COUNTY,11095.92,0,9538.67,0
999632,DUVAL COUNTY,1327811.76,0,2000319.2,0
350388,DUVAL COUNTY,48082.32,0,72851.93,0
693037,DUVAL COUNTY,5547.96,0,7060.33,0
736290,DUVAL COUNTY,231165,231165,269584.62,0
794128,DUVAL COUNTY,1427675.04,0,1692937.06,0
111872,DUVAL COUNTY,750823.92,0,853987.13,0
423738,DUVAL COUNTY,317158.38,0,518670.67,0
877648,DUVAL COUNTY,10080000,0,14940000,0
345252,DUVAL COUNTY,857898.9,857898.9,947120.39,0
642732,DUVAL COUNTY,729607.5,729607.5,779229.57,0
943574,DUVAL COUNTY,337500,337500,550192.5,16875
